question_id,question_num,skill_id,part,interaction_rows,correct_rows,accuracy,eligible_item,smoothed_accuracy,raw_item_shift,item_shift_se,item_shift_shrinkage,shrunk_item_shift,implied_mastery_prevalence,item_prior_variance
q6442,6442,71,5,177707,55040,0.3097233085922333,True,0.30972437931888264,-1.4163209733497912,0.005611613371402453,0.9999650827455548,-1.4915796597626143,0.5382514702336331,0.9018207639470124
q11744,11744,71,6,2720,874,0.3213235294117647,True,0.32138919514884234,-1.3571669962273698,0.04501248618511967,0.9977583328108107,-1.4292666279173025,0.5382514702336331,0.9018207639470124
q10792,10792,71,6,6571,2250,0.3424136356718916,True,0.34243761412051127,-1.2528342233690435,0.02862535509052497,0.9990922064219572,-1.3269393119712118,0.5382514702336331,0.9018207639470124
q11899,11899,71,6,2556,893,0.3493740219092331,True,0.34943292921392255,-1.2187659559347856,0.0457340938817607,0.9976860507615354,-1.2910822981780148,0.5382514702336331,0.9018207639470124
q4672,4672,71,5,14717,5491,0.3731059319154719,True,0.37311455360782714,-1.1053358965608577,0.01887119189004684,0.9996052637914534,-1.1801806226699751,0.5382514702336331,0.9018207639470124
q10009,10009,71,5,6077,2363,0.3888431792002633,True,0.38886146758802237,-1.031304449913808,0.02920564514624654,0.9990550631123891,-1.1055695384699746,0.5382514702336331,0.9018207639470124
q5688,5688,71,5,16106,6441,0.3999130758723457,True,0.39991928974979823,-0.9798720092209738,0.017881696527511377,0.9996455595730804,-1.0548087798841412,0.5382514702336331,0.9018207639470124
q4684,4684,71,5,10729,4327,0.4032994687296113,True,0.4033084808946878,-0.9641894798169788,0.021888462032670794,0.99946901824242,-1.0389482942452215,0.5382514702336331,0.9018207639470124
q4688,4688,71,5,14490,6207,0.4283643892339545,True,0.4283693326892554,-0.849231536016074,0.01872940418458481,0.9996111708694994,-0.9241828171330242,0.5382514702336331,0.9018207639470124
q4186,4186,71,5,20298,9109,0.4487634249679771,True,0.4487659490615301,-0.7567022841656406,0.015775860312268887,0.9997241035979009,-0.8317835048554172,0.5382514702336331,0.9018207639470124
q9896,9896,71,5,5828,2636,0.4522992450240219,True,0.4523074283753646,-0.7407070058758601,0.029427708898795295,0.9990406527544613,-0.8152349315681165,0.5382514702336331,0.9018207639470124
q4876,4876,71,5,10224,4653,0.4551056338028169,True,0.45511002444987775,-0.728061132837056,0.02221229214578237,0.9994531993957526,-0.8029326186930432,0.5382514702336331,0.9018207639470124
q4852,4852,71,5,12316,5731,0.4653296524845729,True,0.46533246732158806,-0.6820149443934583,0.020220389814089496,0.999546829153583,-0.7569825165563564,0.5382514702336331,0.9018207639470124
q11529,11529,71,6,2225,1037,0.466067415730337,True,0.4660826594788859,-0.6786400755407664,0.04756160925211336,0.9974978989778942,-0.7520643844572238,0.5382514702336331,0.9018207639470124
q4878,4878,71,5,12163,5690,0.4678122173805804,True,0.46781486353173296,-0.6708494212204987,0.020343740768988827,0.9995412858541245,-0.7458179170835993,0.5382514702336331,0.9018207639470124
q8916,8916,71,5,6416,3090,0.4816084788029925,True,0.4816113448652018,-0.6088788958237742,0.027992266467371348,0.9991318820937034,-0.6835957086214319,0.5382514702336331,0.9018207639470124
q6263,6263,71,5,6796,3413,0.5022071806945262,True,0.5022068559658673,-0.5165002198583015,0.027201131656062916,0.9991802195778695,-0.5913258348930812,0.5382514702336331,0.9018207639470124
q17374,17374,71,5,1912,967,0.5057531380753139,True,0.5057501306847882,-0.5006065751519753,0.05127993852996306,0.9970925634980728,-0.5742429021382501,0.5382514702336331,0.9018207639470124
q5426,5426,71,5,6373,3257,0.5110622940530363,True,0.5110605585189834,-0.47677878072292995,0.02810066129325481,0.999125151720613,-0.5516065562272742,0.5382514702336331,0.9018207639470124
q6642,6642,71,6,15802,8171,0.5170864447538286,True,0.5170853635385686,-0.4497296015677282,0.017853680162660167,0.9996466689585743,-0.5248548586043645,0.5382514702336331,0.9018207639470124
q17241,17241,71,5,2226,1161,0.5215633423180593,True,0.5215536596317917,-0.429653819120977,0.047576853046603876,0.9974962988589574,-0.503700308800711,0.5382514702336331,0.9018207639470124
q4707,4707,71,5,5804,3032,0.5223983459682977,True,0.5223944875107666,-0.42587436596464656,0.029470480646289012,0.9990378646835283,-0.5007029281430976,0.5382514702336331,0.9018207639470124
q4854,4854,71,5,15130,8088,0.5345670852610708,True,0.5345648007402022,-0.3710964783673359,0.018277717157137885,0.9996296922323369,-0.4462419403936355,0.5382514702336331,0.9018207639470124
q4712,4712,71,5,9144,4912,0.537182852143482,True,0.5371787862219792,-0.359310052545471,0.023518495285590954,0.9993870394183932,-0.43435441721119256,0.5382514702336331,0.9018207639470124
q4235,4235,71,5,5303,2854,0.5381859324910429,True,0.5381787330316742,-0.3547990417883713,0.030885708306310038,0.9989433388118075,-0.4296553315414377,0.5382514702336331,0.9018207639470124
q17098,17098,71,5,1818,1000,0.5500550055005501,True,0.5500274876305662,-0.30123852423630165,0.052835291203439515,0.9969140725833855,-0.3753872905431562,0.5382514702336331,0.9018207639470124
q9770,9770,71,5,4607,2540,0.551334925113957,True,0.5513237847222222,-0.29536545527428326,0.033203230546106056,0.998779016314841,-0.3702236357485749,0.5382514702336331,0.9018207639470124
q5384,5384,71,5,28626,15994,0.5587228393767903,True,0.5587207880672093,-0.2617946989517336,0.013339447560358883,0.9998027260346749,-0.3370389669170688,0.5382514702336331,0.9018207639470124
q4676,4676,71,5,3788,2151,0.5678458289334741,True,0.5678279229348113,-0.22031346085825618,0.03673542686642852,0.9985058281328577,-0.2951825175470633,0.5382514702336331,0.9018207639470124
q4869,4869,71,5,6662,3801,0.5705493845691985,True,0.5705387963379859,-0.2079307202099684,0.02771901876136953,0.9991487333557129,-0.2830003762749385,0.5382514702336331,0.9018207639470124
q4659,4659,71,5,5738,3290,0.5733705123736493,True,0.5733577278271476,-0.19503594889184458,0.0298868969372568,0.9990105098426707,-0.2700792135722854,0.5382514702336331,0.9018207639470124
q3991,3991,71,5,5337,3102,0.5812254075323215,True,0.5812101910828026,-0.159010412645423,0.031050064307293058,0.9989320750435078,-0.23407094530448408,0.5382514702336331,0.9018207639470124
q17363,17363,71,5,1876,1096,0.5842217484008528,True,0.5841768779968034,-0.14535680235331513,0.052403880964363644,0.9969641088492578,-0.21999764972080207,0.5382514702336331,0.9018207639470124
q17351,17351,71,5,1555,909,0.5845659163987138,True,0.5845115681233933,-0.143814899662945,0.057561264874124274,0.9963394381575494,-0.21832354669546433,0.5382514702336331,0.9018207639470124
q4150,4150,71,5,8327,4880,0.5860453944998198,True,0.5860350624399616,-0.13679216111980003,0.024891248043823692,0.999313445772569,-0.2119573110536694,0.5382514702336331,0.9018207639470124
q4683,4683,71,5,7407,4345,0.586607263399487,True,0.5865955723542117,-0.1342067248147419,0.026395765964682943,0.9992280078108763,-0.20935574904313203,0.5382514702336331,0.9018207639470124
q4867,4867,71,5,4886,2932,0.6000818665575113,True,0.600061387354205,-0.07180133198518335,0.03263038073669747,0.9988207344781734,-0.14693861785330073,0.5382514702336331,0.9018207639470124
