skill_id,parameter,raw_value,shrunk_value,transformed_se,global_transformed_mean,between_skill_variance
103,guess,0.3590098791688877,0.3829000715537848,0.08375546731990714,-0.2287189133415408,0.017025057956360543
96,guess,0.4064128075061741,0.4170753114453746,0.08405928874898155,-0.2287189133415408,0.017025057956360543
80,guess,0.4326967671066836,0.43431110272841045,0.056096991556109047,-0.2287189133415408,0.017025057956360543
106,guess,0.4385591836830328,0.4390966881119067,0.048027780728704915,-0.2287189133415408,0.017025057956360543
94,guess,0.484862957007719,0.4452802033532645,0.55,-0.2287189133415408,0.017025057956360543
74,guess,0.4877774069257725,0.4454337528944431,0.55,-0.2287189133415408,0.017025057956360543
76,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
77,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
83,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
86,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
88,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
90,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
98,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
119,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
143,guess,0.4899395366577667,0.4455476438575218,0.55,-0.2287189133415408,0.017025057956360543
71,guess,0.4467534198150997,0.4462386468321711,0.05255544735879395,-0.2287189133415408,0.017025057956360543
78,guess,0.456768443844611,0.4558406906486434,0.0351192557518884,-0.2287189133415408,0.017025057956360543
84,guess,0.4679574821697336,0.4664308246008651,0.03328623426088886,-0.2287189133415408,0.017025057956360543
87,guess,0.4717827072635369,0.4695218373879174,0.038060228085233384,-0.2287189133415408,0.017025057956360543
85,guess,0.4787053216338907,0.4780669734478342,0.017579512920429786,-0.2287189133415408,0.017025057956360543
96,lambda_per_day,0.0007755977538254,0.0009048805622755285,0.19577218459077927,-6.800199690254255,0.05158693932558888
87,lambda_per_day,0.0006580499145644,0.0009175882904915384,0.29766974618675385,-6.800199690254255,0.05158693932558888
103,lambda_per_day,0.0008035847092305,0.0009234985772717172,0.19580664747375942,-6.800199690254255,0.05158693932558888
80,lambda_per_day,0.0008013596488973,0.0009252956845411339,0.20014144076694648,-6.800199690254255,0.05158693932558888
88,lambda_per_day,0.0008208050775037,0.000958602682424661,0.2311520393582662,-6.800199690254255,0.05158693932558888
98,lambda_per_day,0.0009248167484401,0.0009899579590602681,0.1727606264876683,-6.800199690254255,0.05158693932558888
86,lambda_per_day,0.000950657378446,0.0010010006638899777,0.1580571644505835,-6.800199690254255,0.05158693932558888
94,lambda_per_day,0.0009011656591063,0.001034328925920447,0.3103760248609374,-6.800199690254255,0.05158693932558888
74,lambda_per_day,0.0009792489077791,0.001048788048934533,0.24302986947623464,-6.800199690254255,0.05158693932558888
106,lambda_per_day,0.0010394200577745,0.0010608175699748732,0.14719692249876992,-6.800199690254255,0.05158693932558888
143,lambda_per_day,0.00111996337579,0.0011177147383196811,0.1667080340256668,-6.800199690254255,0.05158693932558888
78,lambda_per_day,0.0011218786738955,0.0011186286417957892,0.18140501703658984,-6.800199690254255,0.05158693932558888
90,lambda_per_day,0.0011848891330371,0.001154853772522863,0.1907085929313901,-6.800199690254255,0.05158693932558888
71,lambda_per_day,0.0012079214496652,0.0011671933852067345,0.19393100996354365,-6.800199690254255,0.05158693932558888
119,lambda_per_day,0.0012094719396925,0.0011762300333088183,0.16203418423392735,-6.800199690254255,0.05158693932558888
84,lambda_per_day,0.001292360221147,0.0012251089114108645,0.16992681814973687,-6.800199690254255,0.05158693932558888
83,lambda_per_day,0.0014401638885538,0.0012982045779226902,0.18679500579204422,-6.800199690254255,0.05158693932558888
77,lambda_per_day,0.0015784040642202,0.0013872016659286595,0.17411199063921096,-6.800199690254255,0.05158693932558888
85,lambda_per_day,0.001742925121571,0.0014535157642700043,0.18750462987568292,-6.800199690254255,0.05158693932558888
76,lambda_per_day,0.0021878904147154,0.0017431190439219757,0.16174678150949948,-6.800199690254255,0.05158693932558888
85,p_init,0.2400783966108603,0.24433690509458417,0.08802572611829172,0.15576221389660372,0.429071709678073
74,p_init,0.3017084552343758,0.3077411066344242,0.11243446133897886,0.15576221389660372,0.429071709678073
71,p_init,0.3490217345735896,0.35461663765798607,0.11811559013228319,0.15576221389660372,0.429071709678073
77,p_init,0.3697298317129197,0.3710625315600121,0.059898979748397356,0.15576221389660372,0.429071709678073
76,p_init,0.3715250259971495,0.37300677201657373,0.0634823589787202,0.15576221389660372,0.429071709678073
83,p_init,0.3864533522642444,0.3887230103399143,0.08211600134482053,0.15576221389660372,0.429071709678073
84,p_init,0.5085241339620529,0.5091926090912997,0.09820980552010912,0.15576221389660372,0.429071709678073
78,p_init,0.516030669118876,0.5165337203871039,0.09821316004502559,0.15576221389660372,0.429071709678073
119,p_init,0.5183333073364651,0.518522778048713,0.06315636875077354,0.15576221389660372,0.429071709678073
87,p_init,0.5340970779254592,0.534237489064374,0.11409944539199499,0.15576221389660372,0.429071709678073
143,p_init,0.5461012204458571,0.5460587651269866,0.05034303680204364,0.15576221389660372,0.429071709678073
94,p_init,0.6072527070558857,0.6013958170699678,0.20280679318570463,0.15576221389660372,0.429071709678073
90,p_init,0.6181967532132646,0.6169935294972233,0.08251673900037099,0.15576221389660372,0.429071709678073
80,p_init,0.647330804579136,0.6438822987545423,0.12172128981675104,0.15576221389660372,0.429071709678073
88,p_init,0.6712477743778164,0.6698108969970661,0.07113091218161419,0.15576221389660372,0.429071709678073
86,p_init,0.6769300831102707,0.6756854469573333,0.06495156447797933,0.15576221389660372,0.429071709678073
98,p_init,0.6883507500485171,0.6869539053375859,0.06654449725441595,0.15576221389660372,0.429071709678073
96,p_init,0.710095501572366,0.7030489283241578,0.1437145644108185,0.15576221389660372,0.429071709678073
103,p_init,0.7413271639038106,0.7314391220044799,0.16072051432480158,0.15576221389660372,0.429071709678073
106,p_init,0.7533388454012879,0.7470802014864242,0.12431274933118103,0.15576221389660372,0.429071709678073
94,p_learn,0.0069693037170718,0.008889018590801417,0.3653345960123242,-3.7191975594553055,0.5414244272627843
90,p_learn,0.0073018785297965,0.009111265340248198,0.35298664612696573,-3.7191975594553055,0.5414244272627843
143,p_learn,0.0118719943779056,0.011989849861820813,0.08841489002935335,-3.7191975594553055,0.5414244272627843
83,p_learn,0.0120219508526071,0.01221219177888865,0.1130047679319964,-3.7191975594553055,0.5414244272627843
85,p_learn,0.0137211657452622,0.013843337498163367,0.09433863322368874,-3.7191975594553055,0.5414244272627843
77,p_learn,0.0145624221382325,0.014676237200839456,0.093669378660467,-3.7191975594553055,0.5414244272627843
76,p_learn,0.0154803645980835,0.015588892773618973,0.09493779554314324,-3.7191975594553055,0.5414244272627843
106,p_learn,0.0165643893990149,0.016917558442068475,0.18399499619970267,-3.7191975594553055,0.5414244272627843
74,p_learn,0.0174683074867275,0.017608748189572927,0.12080197124754449,-3.7191975594553055,0.5414244272627843
87,p_learn,0.0235599657187366,0.023564722458529294,0.15022622677670142,-3.7191975594553055,0.5414244272627843
88,p_learn,0.0253385051193485,0.025267801098873024,0.1527016665602852,-3.7191975594553055,0.5414244272627843
78,p_learn,0.0280896223096046,0.02797246072158154,0.11667422811511935,-3.7191975594553055,0.5414244272627843
84,p_learn,0.0287006954084349,0.02858557215449585,0.10764228483236421,-3.7191975594553055,0.5414244272627843
86,p_learn,0.0302246738040461,0.030053388005311373,0.11381200757925153,-3.7191975594553055,0.5414244272627843
103,p_learn,0.0329390894443079,0.032079600223024245,0.21767578550696526,-3.7191975594553055,0.5414244272627843
98,p_learn,0.0341971420987978,0.03390388397519578,0.11430632301315499,-3.7191975594553055,0.5414244272627843
80,p_learn,0.0351722614055878,0.03465175078505974,0.14606366571375132,-3.7191975594553055,0.5414244272627843
119,p_learn,0.0406123580589685,0.04032949482457947,0.0847028862680683,-3.7191975594553055,0.5414244272627843
96,p_learn,0.0818310757928583,0.07578833801828234,0.19238000788152945,-3.7191975594553055,0.5414244272627843
71,p_learn,0.1469635601962093,0.1425052648600178,0.10066205782983635,-3.7191975594553055,0.5414244272627843
86,slip,0.2098211888613032,0.21030251864384383,0.018465128904110242,-1.0409381723904982,0.03316689146581087
98,slip,0.2126085859235041,0.2130997493149302,0.01914008655677931,-1.0409381723904982,0.03316689146581087
119,slip,0.2240477608137112,0.22440564247854447,0.018506614941317803,-1.0409381723904982,0.03316689146581087
143,slip,0.2254320908235397,0.22554697982368488,0.010641057390383214,-1.0409381723904982,0.03316689146581087
88,slip,0.2272977039601645,0.22776823152239792,0.02220879069261433,-1.0409381723904982,0.03316689146581087
71,slip,0.23920026980159,0.2395017098948652,0.021902191273259076,-1.0409381723904982,0.03316689146581087
77,slip,0.2500391178961155,0.25011279939536185,0.015110301740125653,-1.0409381723904982,0.03316689146581087
84,slip,0.2592862247425354,0.2593101983595276,0.021916756164105364,-1.0409381723904982,0.03316689146581087
87,slip,0.2598553944064771,0.25988192575222246,0.028470876245991917,-1.0409381723904982,0.03316689146581087
74,slip,0.2626470671207628,0.26261554871607345,0.025171004521017833,-1.0409381723904982,0.03316689146581087
90,slip,0.2655670596334306,0.2654714131286496,0.0264698268747315,-1.0409381723904982,0.03316689146581087
83,slip,0.2664571626979056,0.26637883198830414,0.02184156581350083,-1.0409381723904982,0.03316689146581087
85,slip,0.2671983960380065,0.26713808369417036,0.01793959287602114,-1.0409381723904982,0.03316689146581087
78,slip,0.2686566015140282,0.26854849807395015,0.02164956641523707,-1.0409381723904982,0.03316689146581087
76,slip,0.2687031569389724,0.2686437422108439,0.01594972749888649,-1.0409381723904982,0.03316689146581087
106,slip,0.2794076287165298,0.27910532447354064,0.02326524118899737,-1.0409381723904982,0.03316689146581087
80,slip,0.2885177200460271,0.2880019428668273,0.024776074143639727,-1.0409381723904982,0.03316689146581087
96,slip,0.2983138768529483,0.29761481142733653,0.024660869044278264,-1.0409381723904982,0.03316689146581087
94,slip,0.3197100483661227,0.3170399889454686,0.03862506797483058,-1.0409381723904982,0.03316689146581087
103,slip,0.3589785059953723,0.3568697965261993,0.02594905904439184,-1.0409381723904982,0.03316689146581087
