target_success,width,floor,policy,n_independent_replications,latent_benefit_mean,latent_interval_low,latent_interval_high,observed_benefit_mean,observed_interval_low,observed_interval_high,expected_benefit_mean,expected_interval_low,expected_interval_high,mean_challenge_score,mean_effective_learning_power,mean_effective_learning_probability
0.6,0.12,0.1,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952524279525977,1.3722691238330735,0.037749128457652256
0.6,0.12,0.1,interleaved_median_item,5,0.00013747372493277954,0.00013324347264643868,0.0001417039772191204,-1.3333333333320763e-05,-0.00013257330948232565,0.00010590664281568412,2.9011744803986163e-05,2.799752107783033e-05,3.0025968530141997e-05,0.7953494192650513,1.3723278480718344,0.037771632809779826
0.6,0.12,0.1,maximum_response_information_gain,5,-0.004129892675574032,-0.004699701724035134,-0.0035600836271129305,4.0000000000028904e-05,-0.0010734279540060357,0.0011534279540060936,-0.0004034979885337964,-0.0005573097205246434,-0.0002496862565429493,0.7848575161927565,1.3602431145964382,0.043812426069004304
0.6,0.12,0.1,two_corner_robust_response_information_gain,5,0.00020013038898979428,-0.0004466662282405337,0.0008469270062201222,0.0008133333333333436,-0.0007382223177175155,0.0023648889843842025,0.0006262030055730228,0.000464863866911244,0.0007875421442348016,0.8091567346896891,1.4017568437720669,0.04652626330908349
0.6,0.12,0.25,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8314791283920935,1.27849419451594,0.036071896538318715
0.6,0.12,0.25,interleaved_median_item,5,0.00011852560002770796,0.00011467868653887088,0.00012237251351654503,9.333333333333416e-05,-6.535372215360252e-05,0.00025202038882027084,2.4903090538341834e-05,2.4038895558787914e-05,2.5767285517895753e-05,0.8315284225205367,1.2785102792214529,0.036087028894884424
0.6,0.12,0.25,maximum_response_information_gain,5,-0.0020736900796064495,-0.0026145688268524796,-0.0015328113323604194,0.00033333333333335213,-0.0002349154461208174,0.0009015821127875217,2.349254640396925e-05,-0.00010030818071474188,0.0001472932735226804,0.8217079541012355,1.2666459214930144,0.04162052397562436
0.6,0.12,0.25,two_corner_robust_response_information_gain,5,0.0005105386046539318,-0.00035485477619697035,0.001375931985504834,0.0008533333333333393,0.00017665493344367798,0.0015300117332230005,0.0006252859739627415,0.0004070727758134809,0.000843499172112002,0.8432568223733325,1.299761673000054,0.043309616542635945
0.6,0.12,0.5,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8873847708522316,1.1560371017257796,0.03373533398728832
0.6,0.12,0.5,interleaved_median_item,5,9.922225533429697e-05,9.486739537317422e-05,0.00010357711529541971,4.666666666662822e-05,-6.126211898067416e-05,0.0001545954523139306,2.075010339699368e-05,1.9812215523798972e-05,2.168799127018839e-05,0.887382641847017,1.1560158652984984,0.03374169363052563
0.6,0.12,0.5,maximum_response_information_gain,5,-0.0006536981353016502,-0.0011466900911524238,-0.0001607061794508765,-0.00010666666666665492,-0.001141138302563055,0.0009278049692297452,0.00026094510372298707,0.0001644208707825727,0.00035746933666340144,0.8804274038093123,1.1480882703963433,0.037982615421896786
0.6,0.12,0.5,two_corner_robust_response_information_gain,5,0.0013829437828907665,0.0006510213372983283,0.0021148662284832045,0.0012400000000000189,0.00018828461385976612,0.0022917153861402714,0.0007529492969566177,0.0005649514259522558,0.0009409471679609795,0.8950011513718369,1.1665403566138894,0.039063900328659786
0.6,0.18,0.1,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8930195849653696,1.2225541128384771,0.03538571107676923
0.6,0.18,0.1,interleaved_median_item,5,0.00011328341010906629,0.00011000283284622618,0.00011656398737190639,7.333333333336967e-05,-7.416417870716418e-05,0.00022083084537390351,2.390087525032669e-05,2.3180918560681983e-05,2.46208319399714e-05,0.8930190248290124,1.2225286680242795,0.035396825419454346
0.6,0.18,0.1,maximum_response_information_gain,5,-0.0014984837570396925,-0.0017035917563786563,-0.0012933757577007288,-0.0004733333333332923,-0.001688642695631282,0.0007419760289646972,5.9997307238623955e-05,-5.57660719882057e-06,0.00012557122167606847,0.8834056026202468,1.2084077891323168,0.03928002533864039
0.6,0.18,0.1,two_corner_robust_response_information_gain,5,0.00031765339053066997,-0.00030584267832032544,0.0009411494593816654,0.0003266666666666862,-0.0005064725021088853,0.0011598058354422576,0.0005079570619304751,0.00035127595709159127,0.000664638166769359,0.9014848508136966,1.2328470778330392,0.040760801276624514
0.6,0.18,0.25,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9114523430930157,1.174759379960913,0.03440009818392359
0.6,0.18,0.25,interleaved_median_item,5,0.00010926632450589669,0.0001042740287108953,0.00011425862030089808,-4.4408920985006264e-17,-0.00015486270902569744,0.00015486270902560865,2.301333656157256e-05,2.195947433116144e-05,2.4067198791983683e-05,0.911437671120915,1.1747247918477224,0.034408199634623576
0.6,0.18,0.25,maximum_response_information_gain,5,-0.0004114467072394934,-0.0013315362037357211,0.0005086427892567343,0.00027333333333336987,-0.0014790803820086797,0.0020257470486754196,0.0003164662156361353,9.417124177630573e-05,0.0005387611894959649,0.9044956074297679,1.1649698643293878,0.038455973405287745
0.6,0.18,0.25,two_corner_robust_response_information_gain,5,0.0011793338659434438,0.000515284521874809,0.0018433832100120786,0.00023333333333332983,-0.0021033934209197286,0.002570060087586388,0.0007029056480343133,0.0005423558680062786,0.0008634554280623479,0.9177575668892113,1.1820666555163555,0.03941531389513294
0.6,0.18,0.5,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412780929957754,1.106071464626424,0.03300716560886583
0.6,0.18,0.5,interleaved_median_item,5,9.897675358399028e-05,9.555170514402688e-05,0.00010240180202395368,4.666666666665042e-05,-0.00011522651180423465,0.0002085598451375355,2.0787087551521476e-05,2.009591202506193e-05,2.147826307798102e-05,0.9412639887541016,1.1060490920080461,0.0330119271567726
0.6,0.18,0.5,maximum_response_information_gain,5,0.0006006058101542755,5.3511701869627206e-05,0.0011476999184389237,0.0003533333333332944,-0.0008197306958212723,0.001526397362487861,0.0005153653497072197,0.00036025324719018986,0.0006704774522242496,0.936993439080559,1.1003888348283473,0.036786616211792425
0.6,0.18,0.5,two_corner_robust_response_information_gain,5,0.0011236129732035028,0.000451940274998251,0.0017952856714087545,0.0005800000000000027,-0.000430683647377584,0.0015906836473775893,0.0006390405448044812,0.0004549183269608567,0.0008231627626481056,0.945969535918399,1.1107658639120297,0.036922766863225404
0.6,0.25,0.1,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405178759446551,1.1295629744255598,0.03355169661046453
0.6,0.25,0.1,interleaved_median_item,5,0.00010335891065933467,0.00010081367485830589,0.00010590414646036344,0.0,-0.0001275688489584926,0.0001275688489584926,2.1784526180523845e-05,2.1252778711252106e-05,2.2316273649795584e-05,0.940502761089957,1.1295378878624458,0.03355745829253377
0.6,0.25,0.1,maximum_response_information_gain,5,-0.00011345095182495602,-0.0007940166317072134,0.0005671147280573013,0.00043999999999995155,-7.975500606373403e-05,0.0009597550060636371,0.00034798590186834176,0.0001779602992455135,0.0005180115044911701,0.9358095960773628,1.122710384199349,0.03698003043860515
0.6,0.25,0.1,two_corner_robust_response_information_gain,5,0.0010548374394802496,0.000738167199771207,0.0013715076791892922,0.00040000000000002257,-0.00018312691839426145,0.0009831269183943065,0.0006170751978380795,0.0005224987945554584,0.0007116516011207006,0.944862288123244,1.1332296350327156,0.0373914882771287
0.6,0.25,0.25,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9509007489177763,1.1047427257518363,0.0330249548734709
0.6,0.25,0.25,interleaved_median_item,5,0.00010105478689458325,9.873790129905465e-05,0.00010337167249011185,-1.9999999999986696e-05,-0.00015283161307826697,0.0001128316130782936,2.125255148937022e-05,2.0753413883857717e-05,2.175168909488272e-05,0.9508826526792677,1.1047170170010285,0.03302965161064673
0.6,0.25,0.25,maximum_response_information_gain,5,0.00021854192181242071,-1.978732111676903e-05,0.00045687116474161046,0.00046666666666670407,-0.0002502083769392987,0.0011835417102727067,0.0004064613986906718,0.00033609621023022226,0.0004768265871511213,0.9466346458200887,1.0987812254853608,0.0360787592544839
0.6,0.25,0.25,two_corner_robust_response_information_gain,5,0.0010160989269917598,0.0003887207877797241,0.0016434770662037954,0.0010266666666667091,-0.0001893472637014399,0.002242680597034858,0.0006052339360577807,0.00044274586161770213,0.0007677220104978593,0.9544956907161606,1.1081221238601282,0.03687642525903682
0.6,0.25,0.5,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673394410532122,1.0660784094477862,0.032209108579260855
0.6,0.25,0.5,interleaved_median_item,5,9.482613866454992e-05,9.081478948852172e-05,9.883748784057813e-05,0.00011333333333333196,1.506953835746981e-06,0.00022515971283091694,1.9924855801933816e-05,1.9080245497039527e-05,2.0769466106828106e-05,0.9673269845303507,1.0660628555195004,0.032211954211055535
0.6,0.25,0.5,maximum_response_information_gain,5,0.0009406394667405893,0.00064008963834508,0.0012411892951360985,0.0003533333333333166,-0.0005229957067679105,0.0012296623734345438,0.0005647967621781547,0.0004894345471001151,0.0006401589772561943,0.964129908088141,1.0616374198233414,0.035212527579422684
0.6,0.25,0.5,two_corner_robust_response_information_gain,5,0.0012073662480234005,0.0009092563419950612,0.0015054761540517398,0.0002999999999999892,2.7022116131975753e-05,0.0005729778838680026,0.0006114975438561432,0.0005546778672496797,0.0006683172204626067,0.9694684537854996,1.0674836419820426,0.035682166662685075
0.7,0.12,0.1,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843967524452783,1.385071083807627,0.04181518761963439
0.7,0.12,0.1,interleaved_median_item,5,0.0001243066199660303,0.00012106262387502505,0.00012755061605703556,-1.9999999999997796e-05,-7.552890210392186e-05,3.5528902103926264e-05,2.6860004759998724e-05,2.621394272439787e-05,2.750606679559958e-05,0.8437526826223432,1.3845926367780883,0.04183488811221929
0.7,0.12,0.1,maximum_response_information_gain,5,-0.03441310268011053,-0.0352971969046394,-0.03352900845558166,-0.008073333333333377,-0.009679890665090004,-0.00646677600157675,-0.008067135560639527,-0.008276531783523387,-0.007857739337755668,0.46610949203062396,0.7371899196767281,0.025799203764559447
0.7,0.12,0.1,two_corner_robust_response_information_gain,5,-0.029883352857990687,-0.030633363861379336,-0.02913334185460204,-0.007006666666666694,-0.00854123700908739,-0.0054720963242459965,-0.00697207254413793,-0.007160167217615437,-0.006783977870660423,0.5046846568352205,0.8005904753064763,0.029124213711841818
0.7,0.12,0.25,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696762269235359,1.288523502057045,0.03917800952015647
0.7,0.12,0.25,interleaved_median_item,5,0.0001153884815155659,0.00011056972239187712,0.0001202072406392547,1.3333333333320763e-05,-6.185315554335686e-05,8.851982220999838e-05,2.4756897298294777e-05,2.3719313898651823e-05,2.579448069793773e-05,0.8694727525138184,1.2881574683638217,0.03919216588786112
0.7,0.12,0.25,maximum_response_information_gain,5,-0.024802519729830642,-0.025184945654430618,-0.024420093805230667,-0.005586666666666707,-0.006224913633320693,-0.0049484197000127204,-0.005719390514176859,-0.005805778539868963,-0.005633002488484754,0.5636539012269208,0.8164785755848838,0.028159453062720868
0.7,0.12,0.25,two_corner_robust_response_information_gain,5,-0.021328842311970818,-0.021681257246749408,-0.020976427377192228,-0.004533333333333334,-0.005332683831963588,-0.0037339828347030795,-0.004879084738935646,-0.0049560899059558775,-0.004802079571915414,0.5942854087859116,0.8606199602564594,0.03066955072658442
0.7,0.12,0.5,blocked_median_item,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9127919858920818,1.164969971022725,0.035701063685806625
0.7,0.12,0.5,interleaved_median_item,5,0.00010347786443946073,0.00010107177264403498,0.00010588395623488647,2.6666666666674832e-05,-0.00010871963447632696,0.00016205296780967662,2.1990016327522177e-05,2.1455004139451047e-05,2.2525028515593307e-05,0.912623775486335,1.1647361381128667,0.03570787843981825
