split,skill_id,item_bin,world_model,target_initial_response_probability,analytic_initial_response_probability,monte_carlo_initial_response_probability,analytic_abs_error,monte_carlo_abs_error
practice,71,0,binary_bktf,0.3716814290047356,0.3716814290047356,0.372465745551274,0.0,0.0007843165465383772
practice,71,1,binary_bktf,0.5487434885497244,0.5487434885497244,0.5495195350643458,0.0,0.0007760465146213757
practice,71,2,binary_bktf,0.6104648147028452,0.6104648147028452,0.6111889498727267,0.0,0.0007241351698814569
practice,71,3,binary_bktf,0.6576406930666525,0.6576406930666525,0.658310677503496,0.0,0.0006699844368435182
practice,71,4,binary_bktf,0.6967863955937365,0.6967863955937365,0.6974028265212786,0.0,0.0006164309275421553
practice,71,5,binary_bktf,0.7329229111342438,0.7329229111342438,0.733483540755818,0.0,0.0005606296215742157
practice,71,6,binary_bktf,0.767793073812169,0.767793073812169,0.7682945125737445,0.0,0.0005014387615754901
practice,71,7,binary_bktf,0.8034942677884076,0.8034942677884076,0.8039300826768903,0.0,0.00043581488848265515
practice,71,8,binary_bktf,0.8694980191951173,0.8694980191951173,0.869800440688785,0.0,0.0003024214936677705
practice,71,0,continuous_latent_trait,0.3716814290047356,0.3716814290047356,0.3716041535704089,0.0,7.727543432672901e-05
practice,71,1,continuous_latent_trait,0.5487434885497244,0.5487434885497244,0.5486670279271273,0.0,7.646062259714093e-05
practice,71,2,continuous_latent_trait,0.6104648147028452,0.6104648147028452,0.6103934686882896,0.0,7.134601455560663e-05
practice,71,3,continuous_latent_trait,0.6576406930666525,0.6576406930666525,0.6575746822977282,0.0,6.601076892431834e-05
practice,71,4,continuous_latent_trait,0.6967863955937365,0.6967863955937365,0.696725661228441,0.0,6.073436529541176e-05
practice,71,5,continuous_latent_trait,0.7329229111342438,0.7329229111342438,0.7328676746386018,0.0,5.523649564198596e-05
practice,71,6,continuous_latent_trait,0.767793073812169,0.767793073812169,0.7677436691448458,0.0,4.9404667323171836e-05
practice,71,7,continuous_latent_trait,0.8034942677884076,0.8034942677884076,0.8034513287672872,0.0,4.293902112040282e-05
practice,71,8,continuous_latent_trait,0.8694980191951173,0.8694980191951173,0.8694682228681649,0.0,2.9796326952324925e-05
practice,71,0,four_state_semimarkov,0.3716814290047356,0.3716814290047356,0.3718432794718917,0.0,0.0001618504671561105
practice,71,1,four_state_semimarkov,0.5487434885497244,0.5487434885497244,0.5489036324244915,0.0,0.00016014387476703806
practice,71,2,four_state_semimarkov,0.6104648147028452,0.6104648147028452,0.6106142462250924,0.0,0.00014943152224722311
practice,71,3,four_state_semimarkov,0.6576406930666525,0.6576406930666525,0.6577789501194209,0.0,0.00013825705276837574
practice,71,4,four_state_semimarkov,0.6967863955937365,0.6967863955937365,0.6969136014189411,0.0,0.00012720582520464596
practice,71,5,four_state_semimarkov,0.7329229111342438,0.7329229111342438,0.7330386018796924,0.0,0.00011569074544859337
practice,71,6,four_state_semimarkov,0.767793073812169,0.767793073812169,0.7678965500147891,0.0,0.00010347620262007862
practice,71,7,four_state_semimarkov,0.8034942677884076,0.8034942677884076,0.8035842019400677,0.0,8.993415166014262e-05
practice,71,8,four_state_semimarkov,0.8694980191951173,0.8694980191951173,0.8695604264722782,0.0,6.24072771608919e-05
practice,74,0,binary_bktf,0.29185539703941155,0.29185539703941155,0.2917449323206336,0.0,0.00011046471877795838
practice,74,1,binary_bktf,0.44773544479986427,0.44773544479986427,0.44761188333344887,0.0,0.00012356146641540056
practice,74,2,binary_bktf,0.5193734722298596,0.5193734722298596,0.5192530399581431,0.0,0.0001204322717165418
practice,74,3,binary_bktf,0.5723848906945327,0.5723848906945327,0.5722699681621823,0.0,0.00011492253235034777
practice,74,4,binary_bktf,0.6154172891744727,0.6154172891744727,0.615308641333038,0.0,0.00010864784143471695
practice,74,5,binary_bktf,0.657724798426772,0.657724798426772,0.6576237578664452,0.0,0.00010104056032678166
practice,74,6,binary_bktf,0.7020486694477236,0.7020486694477236,0.7019569996876841,0.0,9.166976003949223e-05
practice,74,7,binary_bktf,0.749915341428022,0.749915341428022,0.7498352576788345,0.0,8.008374918744288e-05
practice,74,8,binary_bktf,0.8507999734925871,0.8507999734925871,0.8507486603797314,0.0,5.131311285566653e-05
practice,74,0,continuous_latent_trait,0.29185539703941155,0.29185539703941155,0.2919253738411717,0.0,6.997680176012988e-05
practice,74,1,continuous_latent_trait,0.44773544479986427,0.44773544479986427,0.44781371808313125,0.0,7.827328326698302e-05
practice,74,2,continuous_latent_trait,0.5193734722298596,0.5193734722298596,0.5194497632420755,0.0,7.629101221584556e-05
practice,74,3,continuous_latent_trait,0.5723848906945327,0.5723848906945327,0.5724576914162932,0.0,7.280072176052421e-05
practice,74,4,continuous_latent_trait,0.6154172891744727,0.6154172891744727,0.6154861150272,0.0,6.882585272727226e-05
practice,74,5,continuous_latent_trait,0.657724798426772,0.657724798426772,0.6577888052456966,0.0,6.400681892460014e-05
practice,74,6,continuous_latent_trait,0.7020486694477236,0.7020486694477236,0.7021067400852458,0.0,5.8070637522167345e-05
practice,74,7,continuous_latent_trait,0.749915341428022,0.749915341428022,0.7499660726001416,0.0,5.0731172119622414e-05
practice,74,8,continuous_latent_trait,0.8507999734925871,0.8507999734925871,0.8508324791431414,0.0,3.250565055434862e-05
practice,74,0,four_state_semimarkov,0.29185539703941155,0.29185539703941155,0.2930512596844387,0.0,0.0011958626450271348
practice,74,1,four_state_semimarkov,0.44773544479986427,0.44773544479986427,0.44907308946486635,0.0,0.0013376446650020801
practice,74,2,four_state_semimarkov,0.5193734722298596,0.5193734722298596,0.5206772410413765,0.0,0.0013037688115168367
practice,74,3,four_state_semimarkov,0.5723848906945327,0.5723848906945327,0.5736290124818924,0.0,0.0012441217873596644
practice,74,4,four_state_semimarkov,0.6154172891744727,0.6154172891744727,0.6165934827731963,0.0,0.0011761935987235628
practice,74,5,four_state_semimarkov,0.657724798426772,0.657724798426772,0.6588186375543438,0.0,0.0010938391275717718
practice,74,6,four_state_semimarkov,0.7020486694477236,0.7020486694477236,0.70304106270452,0.0,0.0009923932567964533
practice,74,7,four_state_semimarkov,0.749915341428022,0.749915341428022,0.7507823075106294,0.0,0.0008669660826073899
practice,74,8,four_state_semimarkov,0.8507999734925871,0.8507999734925871,0.8513554760630407,0.0,0.0005555025704536698
practice,76,0,binary_bktf,0.25991745364169616,0.25991745364169616,0.2593159740712758,0.0,0.000601479570420338
practice,76,1,binary_bktf,0.3772421538120634,0.3772421538120634,0.37652453934064756,0.0,0.0007176144714158283
practice,76,2,binary_bktf,0.4473606152973587,0.4473606152973587,0.44661953927979464,0.0,0.0007410760175640685
practice,76,3,binary_bktf,0.5059128620751174,0.5059128620751174,0.5051771055055598,0.0,0.0007357565695575996
practice,76,4,binary_bktf,0.5705952885336375,0.5705952885336375,0.5698900607866209,0.0,0.0007052277470166457
practice,76,5,binary_bktf,0.6375936586969461,0.6375936586969461,0.6369451913363812,0.0,0.0006484673605648972
practice,76,6,binary_bktf,0.697285144384486,0.697285144384486,0.6967068282597599,0.0,0.0005783161247260304
practice,76,7,binary_bktf,0.7660913363203478,0.7660913363203478,0.765614414571864,0.0,0.000476921748483794
practice,76,8,binary_bktf,0.8725788216749566,0.8725788216749566,0.8722964567898835,0.0,0.0002823648850730498
practice,76,0,continuous_latent_trait,0.25991745364169616,0.25991745364169616,0.2603316553941534,0.0,0.0004142017524572661
practice,76,1,continuous_latent_trait,0.3772421538120634,0.3772421538120634,0.37773633048276645,0.0,0.0004941766707030615
practice,76,2,continuous_latent_trait,0.4473606152973587,0.4473606152973587,0.4478709484830245,0.0,0.00051033318566579
practice,76,3,continuous_latent_trait,0.5059128620751174,0.5059128620751174,0.506419532086227,0.0,0.0005066700111096001
practice,76,4,continuous_latent_trait,0.5705952885336375,0.5705952885336375,0.5710809352340185,0.0,0.0004856467003809817
practice,76,5,continuous_latent_trait,0.6375936586969461,0.6375936586969461,0.6380402180322771,0.0,0.00044655933533099823
practice,76,6,continuous_latent_trait,0.697285144384486,0.697285144384486,0.697683394905605,0.0,0.0003982505211190812
practice,76,7,continuous_latent_trait,0.7660913363203478,0.7660913363203478,0.7664197628100257,0.0,0.0003284264896779021
practice,76,8,continuous_latent_trait,0.8725788216749566,0.8725788216749566,0.8727732688943839,0.0,0.00019444721942729615
practice,76,0,four_state_semimarkov,0.25991745364169616,0.25991745364169616,0.25939328867446826,0.0,0.0005241649672279025
practice,76,1,four_state_semimarkov,0.3772421538120634,0.3772421538120634,0.3766167820051475,0.0,0.0006253718069159087
practice,76,2,four_state_semimarkov,0.4473606152973587,0.4473606152973587,0.4467147977073813,0.0,0.0006458175899773932
practice,76,3,four_state_semimarkov,0.5059128620751174,0.5059128620751174,0.5052716801678696,0.0,0.0006411819072478231
practice,76,4,four_state_semimarkov,0.5705952885336375,0.5705952885336375,0.5699807112527268,0.0,0.0006145772809107442
practice,76,5,four_state_semimarkov,0.6375936586969461,0.6375936586969461,0.6370285457827999,0.0,0.0005651129141461819
practice,76,6,four_state_semimarkov,0.697285144384486,0.697285144384486,0.6967811654177587,0.0,0.0005039789667272698
practice,76,7,four_state_semimarkov,0.7660913363203478,0.7660913363203478,0.765675718425924,0.0,0.00041561789442379204
practice,76,8,four_state_semimarkov,0.8725788216749566,0.8725788216749566,0.8723327521694918,0.0,0.00024606950546479656
practice,77,0,binary_bktf,0.2461007215170971,0.2461007215170971,0.24591014491728438,0.0,0.00019057659981272512
practice,77,1,binary_bktf,0.37114801179356305,0.37114801179356305,0.3709142660245496,0.0,0.00023374576901347144
practice,77,2,binary_bktf,0.45203233212175264,0.45203233212175264,0.45179007041273506,0.0,0.00024226170901758826
practice,77,3,binary_bktf,0.5129100051421941,0.5129100051421941,0.5126707565070578,0.0,0.0002392486351362466
practice,77,4,binary_bktf,0.5674338661125231,0.5674338661125231,0.5672036788475124,0.0,0.00023018726501067288
practice,77,5,binary_bktf,0.6387014580551466,0.6387014580551466,0.6384913866287241,0.0,0.00021007142642248677
practice,77,6,binary_bktf,0.7053900922928208,0.7053900922928208,0.7052064542405843,0.0,0.0001836380522365344
practice,77,7,binary_bktf,0.787817583150801,0.787817583150801,0.7876754628867552,0.0,0.00014212026404580858
practice,77,8,binary_bktf,0.8922973578321971,0.8922973578321971,0.8922196925824142,0.0,7.766524978292111e-05
practice,77,0,continuous_latent_trait,0.2461007215170971,0.2461007215170971,0.24612483144260136,0.0,2.410992550425095e-05
practice,77,1,continuous_latent_trait,0.37114801179356305,0.37114801179356305,0.3711775830687593,0.0,2.9571275196260682e-05
practice,77,2,continuous_latent_trait,0.45203233212175264,0.45203233212175264,0.452062980752109,0.0,3.0648630356344686e-05
practice,77,3,continuous_latent_trait,0.5129100051421941,0.5129100051421941,0.5129402725872525,0.0,3.0267445058407283e-05
practice,77,4,continuous_latent_trait,0.5674338661125231,0.5674338661125231,0.5674629871999401,0.0,2.9121087417038893e-05
practice,77,5,continuous_latent_trait,0.6387014580551466,0.6387014580551466,0.6387280342793663,0.0,2.6576224219754252e-05
practice,77,6,continuous_latent_trait,0.7053900922928208,0.7053900922928208,0.7054133244197551,0.0,2.3232126934336073e-05
practice,77,7,continuous_latent_trait,0.787817583150801,0.787817583150801,0.7878355628450022,0.0,1.7979694201253338e-05
practice,77,8,continuous_latent_trait,0.8922973578321971,0.8922973578321971,0.8923071832955511,0.0,9.825463354040664e-06
practice,77,0,four_state_semimarkov,0.2461007215170971,0.2461007215170971,0.24661549213579784,0.0,0.0005147706187007273
practice,77,1,four_state_semimarkov,0.37114801179356305,0.37114801179356305,0.37177938759887685,0.0,0.0006313758053138052
practice,77,2,four_state_semimarkov,0.45203233212175264,0.45203233212175264,0.4526867105189209,0.0,0.0006543783971682537
practice,77,3,four_state_semimarkov,0.5129100051421941,0.5129100051421941,0.5135562448584666,0.0,0.0006462397162725342
practice,77,4,four_state_semimarkov,0.5674338661125231,0.5674338661125231,0.5680556299659832,0.0,0.0006217638534601333
practice,77,5,four_state_semimarkov,0.6387014580551466,0.6387014580551466,0.6392688865764448,0.0,0.0005674285212982078
practice,77,6,four_state_semimarkov,0.7053900922928208,0.7053900922928208,0.7058861210486611,0.0,0.0004960287558403165
practice,77,7,four_state_semimarkov,0.787817583150801,0.787817583150801,0.7882014673032525,0.0,0.0003838841524514969
practice,77,8,four_state_semimarkov,0.8922973578321971,0.8922973578321971,0.89250714113676,0.0,0.00020978330456289385
practice,78,0,binary_bktf,0.3346631690411436,0.3346631690411436,0.3348137011963678,0.0,0.00015053215522414787
practice,78,1,binary_bktf,0.4756082089362368,0.4756082089362368,0.47577937775351886,0.0,0.00017116881728207467
practice,78,2,binary_bktf,0.5626549363455635,0.5626549363455635,0.5628242253230635,0.0,0.00016928897750001504
practice,78,3,binary_bktf,0.608333314741133,0.608333314741133,0.6084970821628779,0.0,0.00016376742174495362
practice,78,4,binary_bktf,0.6475639662053696,0.6475639662053696,0.6477205276566614,0.0,0.00015656145129183674
practice,78,5,binary_bktf,0.6808640579077128,0.6808640579077128,0.6810127463704188,0.0,0.00014868846270599256
practice,78,6,binary_bktf,0.7245385146223279,0.7245385146223279,0.7246744896600491,0.0,0.00013597503772122543
practice,78,7,binary_bktf,0.7608675056101357,0.7608675056101357,0.76099090026511,0.0,0.0001233946549742404
practice,78,8,binary_bktf,0.8522553249185201,0.8522553249185201,0.8523394508940653,0.0,8.412597554519063e-05
practice,78,0,continuous_latent_trait,0.3346631690411436,0.3346631690411436,0.3346364106165089,0.0,2.675842463473188e-05
practice,78,1,continuous_latent_trait,0.4756082089362368,0.4756082089362368,0.47557778216203445,0.0,3.042677420234119e-05
practice,78,2,continuous_latent_trait,0.5626549363455635,0.5626549363455635,0.5626248437295156,0.0,3.0092616047916465e-05
practice,78,3,continuous_latent_trait,0.608333314741133,0.608333314741133,0.6083042036305654,0.0,2.91111105675812e-05
practice,78,4,continuous_latent_trait,0.6475639662053696,0.6475639662053696,0.6475361360199348,0.0,2.7830185434840615e-05
practice,78,5,continuous_latent_trait,0.6808640579077128,0.6808640579077128,0.6808376272157347,0.0,2.6430691978052145e-05
practice,78,6,continuous_latent_trait,0.7245385146223279,0.7245385146223279,0.7245143438543591,0.0,2.4170767968789697e-05
practice,78,7,continuous_latent_trait,0.7608675056101357,0.7608675056101357,0.7608455711166217,0.0,2.193449351406418e-05
practice,78,8,continuous_latent_trait,0.8522553249185201,0.8522553249185201,0.852240370780778,0.0,1.4954137742106965e-05
practice,78,0,four_state_semimarkov,0.3346631690411436,0.3346631690411436,0.3346881767591628,0.0,2.500771801916546e-05
practice,78,1,four_state_semimarkov,0.4756082089362368,0.4756082089362368,0.47563664499717445,0.0,2.8436060937664376e-05
practice,78,2,four_state_semimarkov,0.5626549363455635,0.5626549363455635,0.5626830601109882,0.0,2.812376542471462e-05
practice,78,3,four_state_semimarkov,0.608333314741133,0.608333314741133,0.608360521217393,0.0,2.7206476260088763e-05
practice,78,4,four_state_semimarkov,0.6475639662053696,0.6475639662053696,0.6475899755629908,0.0,2.6009357621203932e-05
practice,78,5,four_state_semimarkov,0.6808640579077128,0.6808640579077128,0.6808887593354339,0.0,2.4701427721152136e-05
practice,78,6,four_state_semimarkov,0.7245385146223279,0.7245385146223279,0.724561103984731,0.0,2.2589362403069302e-05
practice,78,7,four_state_semimarkov,0.7608675056101357,0.7608675056101357,0.7608880050095091,0.0,2.049939937343037e-05
practice,78,8,four_state_semimarkov,0.8522553249185201,0.8522553249185201,0.8522693006611007,0.0,1.3975742580663031e-05
practice,80,0,binary_bktf,0.3707929214643554,0.3707929214643554,0.3696602348659181,0.0,0.0011326865984372936
practice,80,1,binary_bktf,0.5167583503916802,0.5167583503916802,0.5154778109248104,0.0,0.00128053946686979
practice,80,2,binary_bktf,0.5739092092883007,0.5739092092883007,0.5726315962667436,0.0,0.0012776130215570447
practice,80,3,binary_bktf,0.6209085025251905,0.6209085025251905,0.6196614527497324,0.0,0.0012470497754580867
practice,80,4,binary_bktf,0.6613499123907085,0.6613499123907085,0.6601503542796501,0.0,0.0011995581110584297
practice,80,5,binary_bktf,0.6891989587116121,0.6891989587116121,0.6880437966584586,0.0,0.001155162053153469
practice,80,6,binary_bktf,0.7246571773777506,0.7246571773777506,0.7235725772240059,0.0,0.0010846001537446748
practice,80,7,binary_bktf,0.7683189683346257,0.7683189683346257,0.7673430955427387,0.0,0.0009758727918869337
practice,80,8,binary_bktf,0.8327367684463512,0.8327367684463512,0.8319655351448553,0.0,0.0007712333014959771
practice,80,0,continuous_latent_trait,0.3707929214643554,0.3707929214643554,0.37088649350426106,0.0,9.357203990567609e-05
practice,80,1,continuous_latent_trait,0.5167583503916802,0.5167583503916802,0.5168641366614664,0.0,0.00010578626978618999
practice,80,2,continuous_latent_trait,0.5739092092883007,0.5739092092883007,0.5740147538024136,0.0,0.00010554451411293186
practice,80,3,continuous_latent_trait,0.6209085025251905,0.6209085025251905,0.6210115221879238,0.0,0.00010301966273329466
practice,80,4,continuous_latent_trait,0.6613499123907085,0.6613499123907085,0.6614490087335031,0.0,9.909634279459123e-05
practice,80,5,continuous_latent_trait,0.6891989587116121,0.6891989587116121,0.689294387464686,0.0,9.542875307388954e-05
practice,80,6,continuous_latent_trait,0.7246571773777506,0.7246571773777506,0.7247467769625197,0.0,8.959958476906227e-05
practice,80,7,continuous_latent_trait,0.7683189683346257,0.7683189683346257,0.7683995858752033,0.0,8.061754057764325e-05
practice,80,8,continuous_latent_trait,0.8327367684463512,0.8327367684463512,0.8328004805740843,0.0,6.371212773303991e-05
practice,80,0,four_state_semimarkov,0.3707929214643554,0.3707929214643554,0.370518654057953,0.0,0.00027426740640240643
practice,80,1,four_state_semimarkov,0.5167583503916802,0.5167583503916802,0.516448282064768,0.0,0.0003100683269121607
practice,80,2,four_state_semimarkov,0.5739092092883007,0.5739092092883007,0.5735998495674527,0.0,0.00030935972084800145
practice,80,3,four_state_semimarkov,0.6209085025251905,0.6209085025251905,0.6206065433531479,0.0,0.00030195917204256517
practice,80,4,four_state_semimarkov,0.6613499123907085,0.6613499123907085,0.6610594527942082,0.0,0.0002904595965003143
practice,80,5,four_state_semimarkov,0.6891989587116121,0.6891989587116121,0.6889192491248429,0.0,0.00027970958676915014
practice,80,6,four_state_semimarkov,0.7246571773777506,0.7246571773777506,0.7243945535665095,0.0,0.0002626238112410917
practice,80,7,four_state_semimarkov,0.7683189683346257,0.7683189683346257,0.7680826716395303,0.0,0.00023629669509539486
practice,80,8,four_state_semimarkov,0.8327367684463512,0.8327367684463512,0.8325500229181059,0.0,0.00018674552824538004
practice,83,0,binary_bktf,0.2725867430754991,0.2725867430754991,0.2725069514121826,0.0,7.979166331650855e-05
practice,83,1,binary_bktf,0.41592356801995256,0.41592356801995256,0.4158282406831474,0.0,9.532733680517325e-05
practice,83,2,binary_bktf,0.49618022013583674,0.49618022013583674,0.49608414519033717,0.0,9.607494549956908e-05
practice,83,3,binary_bktf,0.5528628792324589,0.5528628792324589,0.5527694941834354,0.0,9.338504902356437e-05
practice,83,4,binary_bktf,0.5972166445335321,0.5972166445335321,0.5971271039381705,0.0,8.954059536159242e-05
practice,83,5,binary_bktf,0.6511811134945312,0.6511811134945312,0.6510981746372366,0.0,8.293885729460104e-05
practice,83,6,binary_bktf,0.7152227816128391,0.7152227816128391,0.7151502054780025,0.0,7.257613483668823e-05
practice,83,7,binary_bktf,0.7818795824087205,0.7818795824087205,0.7818204255176229,0.0,5.915689109758926e-05
practice,83,8,binary_bktf,0.875962755689657,0.875962755689657,0.8759265380436774,0.0,3.621764597960819e-05
practice,83,0,continuous_latent_trait,0.2725867430754991,0.2725867430754991,0.2729797787621605,0.0,0.00039303568666138045
practice,83,1,continuous_latent_trait,0.41592356801995256,0.41592356801995256,0.4163931289189543,0.0,0.0004695608990017419
practice,83,2,continuous_latent_trait,0.49618022013583674,0.49618022013583674,0.49665346358805457,0.0,0.0004732434522178308
practice,83,3,continuous_latent_trait,0.5528628792324589,0.5528628792324589,0.5533228728635206,0.0,0.00045999363106163926
practice,83,4,continuous_latent_trait,0.5972166445335321,0.5972166445335321,0.5976577012540383,0.0,0.0004410567205062055
practice,83,5,continuous_latent_trait,0.6511811134945312,0.6511811134945312,0.6515896515463167,0.0,0.00040853805178542313
practice,83,6,continuous_latent_trait,0.7152227816128391,0.7152227816128391,0.7155802752372699,0.0,0.00035749362443071586
practice,83,7,continuous_latent_trait,0.7818795824087205,0.7818795824087205,0.7821709758738489,0.0,0.0002913934651284089
practice,83,8,continuous_latent_trait,0.875962755689657,0.875962755689657,0.8761411556214052,0.0,0.00017839993174817437
practice,83,0,four_state_semimarkov,0.2725867430754991,0.2725867430754991,0.2716451082653397,0.0,0.0009416348101594085
practice,83,1,four_state_semimarkov,0.41592356801995256,0.41592356801995256,0.4147985941231049,0.0,0.0011249738968476808
practice,83,2,four_state_semimarkov,0.49618022013583674,0.49618022013583674,0.4950464235787772,0.0,0.0011337965570595299
practice,83,3,four_state_semimarkov,0.5528628792324589,0.5528628792324589,0.5517608265941782,0.0,0.0011020526382806706
practice,83,4,four_state_semimarkov,0.5972166445335321,0.5972166445335321,0.5961599609410478,0.0,0.001056683592484231
practice,83,5,four_state_semimarkov,0.6511811134945312,0.6511811134945312,0.6502023381212526,0.0,0.0009787753732786175
practice,83,6,four_state_semimarkov,0.7152227816128391,0.7152227816128391,0.7143662984672942,0.0,0.000856483145544984
practice,83,7,four_state_semimarkov,0.7818795824087205,0.7818795824087205,0.7811814620102413,0.0,0.0006981203984791629
practice,83,8,four_state_semimarkov,0.875962755689657,0.875962755689657,0.8755353451728468,0.0,0.0004274105168101672
practice,84,0,binary_bktf,0.3577123910062049,0.3577123910062049,0.3581590553588868,0.0,0.0004466643526819247
practice,84,1,binary_bktf,0.5055410857332022,0.5055410857332022,0.5060322090760235,0.0,0.0004911233428213091
practice,84,2,binary_bktf,0.584348021225693,0.584348021225693,0.5848248755891732,0.0,0.0004768543634802169
practice,84,3,binary_bktf,0.6305431336500716,0.6305431336500716,0.6309993601789087,0.0,0.00045622652883703374
practice,84,4,binary_bktf,0.6695174046677277,0.6695174046677277,0.6699493204762857,0.0,0.0004319158085580588
practice,84,5,binary_bktf,0.7080362406942045,0.7080362406942045,0.7084380703400707,0.0,0.00040182964586621406
practice,84,6,binary_bktf,0.7425336361258499,0.7425336361258499,0.7429035517381857,0.0,0.0003699156123357916
practice,84,7,binary_bktf,0.778790896096922,0.778790896096922,0.7791223749261453,0.0,0.0003314788292233528
practice,84,8,binary_bktf,0.8483575609660997,0.8483575609660997,0.8486019341238696,0.0,0.0002443731577699282
practice,84,0,continuous_latent_trait,0.3577123910062049,0.3577123910062049,0.3577198771158579,0.0,7.486109653009887e-06
practice,84,1,continuous_latent_trait,0.5055410857332022,0.5055410857332022,0.5055493169770364,0.0,8.231243834200264e-06
practice,84,2,continuous_latent_trait,0.584348021225693,0.584348021225693,0.584356013320955,0.0,7.992095262032706e-06
practice,84,3,continuous_latent_trait,0.6305431336500716,0.6305431336500716,0.6305507800221285,0.0,7.646372056857587e-06
practice,84,4,continuous_latent_trait,0.6695174046677277,0.6695174046677277,0.669524643591281,0.0,7.238923553365417e-06
practice,84,5,continuous_latent_trait,0.7080362406942045,0.7080362406942045,0.7080429753726586,0.0,6.734678454134446e-06
practice,84,6,continuous_latent_trait,0.7425336361258499,0.7425336361258499,0.7425398359240241,0.0,6.1997981741779284e-06
practice,84,7,continuous_latent_trait,0.778790896096922,0.778790896096922,0.778796451693312,0.0,5.555596390038886e-06
practice,84,8,continuous_latent_trait,0.8483575609660997,0.8483575609660997,0.848361656668473,0.0,4.095702373252408e-06
practice,84,0,four_state_semimarkov,0.3577123910062049,0.3577123910062049,0.358051506069868,0.0,0.00033911506366313127
practice,84,1,four_state_semimarkov,0.5055410857332022,0.5055410857332022,0.5059139548073333,0.0,0.00037286907413103254
practice,84,2,four_state_semimarkov,0.584348021225693,0.584348021225693,0.5847100570516863,0.0,0.0003620358259933676
practice,84,3,four_state_semimarkov,0.6305431336500716,0.6305431336500716,0.6308895084783304,0.0,0.000346374828258722
practice,84,4,four_state_semimarkov,0.6695174046677277,0.6695174046677277,0.6698453223894355,0.0,0.0003279177217078155
practice,84,5,four_state_semimarkov,0.7080362406942045,0.7080362406942045,0.7083413164969121,0.0,0.0003050758027076661
practice,84,6,four_state_semimarkov,0.7425336361258499,0.7425336361258499,0.7428144822594211,0.0,0.0002808461335712664
practice,84,7,four_state_semimarkov,0.778790896096922,0.778790896096922,0.7790425603802914,0.0,0.0002516642833694238
practice,84,8,four_state_semimarkov,0.8483575609660997,0.8483575609660997,0.8485430931638458,0.0,0.00018553219774608554
practice,85,0,binary_bktf,0.23606334959526137,0.23606334959526137,0.236666638254832,0.0,0.0006032886595706277
practice,85,1,binary_bktf,0.35923660030114796,0.35923660030114796,0.3599585277968247,0.0,0.000721927495676733
practice,85,2,binary_bktf,0.43451320281273703,0.43451320281273703,0.43525249806035354,0.0,0.0007392952476165116
practice,85,3,binary_bktf,0.5060187109773798,0.5060187109773798,0.5067411513488861,0.0,0.0007224403715062611
practice,85,4,binary_bktf,0.5630844888884472,0.5630844888884472,0.5637728832050016,0.0,0.0006883943165544304
practice,85,5,binary_bktf,0.6316801301497628,0.6316801301497628,0.632306263731543,0.0,0.0006261335817802083
practice,85,6,binary_bktf,0.7056659989487387,0.7056659989487387,0.7062020689623737,0.0,0.0005360700136349816
practice,85,7,binary_bktf,0.7828213219164216,0.7828213219164216,0.7832415918726887,0.0,0.0004202699562670942
practice,85,8,binary_bktf,0.8804229518821236,0.8804229518821236,0.8806696264069883,0.0,0.00024667452486470953
practice,85,0,continuous_latent_trait,0.23606334959526137,0.23606334959526137,0.23592674017972565,0.0,0.0001366094155357267
practice,85,1,continuous_latent_trait,0.35923660030114796,0.35923660030114796,0.35907312616374265,0.0,0.00016347413740530614
practice,85,2,continuous_latent_trait,0.43451320281273703,0.43451320281273703,0.43434579590049616,0.0,0.000167406912240875
practice,85,3,continuous_latent_trait,0.5060187109773798,0.5060187109773798,0.5058551207037983,0.0,0.00016359027358148204
practice,85,4,continuous_latent_trait,0.5630844888884472,0.5630844888884472,0.5629286080448264,0.0,0.00015588084362083698
practice,85,5,continuous_latent_trait,0.6316801301497628,0.6316801301497628,0.6315383477023323,0.0,0.00014178244743046076
practice,85,6,continuous_latent_trait,0.7056659989487387,0.7056659989487387,0.7055446106049582,0.0,0.00012138834378050412
practice,85,7,continuous_latent_trait,0.7828213219164216,0.7828213219164216,0.7827261554779036,0.0,9.516643851803508e-05
practice,85,8,continuous_latent_trait,0.8804229518821236,0.8804229518821236,0.8803670946035649,0.0,5.585727855872413e-05
practice,85,0,four_state_semimarkov,0.23606334959526137,0.23606334959526137,0.23635611307654547,0.0,0.00029276348128409735
practice,85,1,four_state_semimarkov,0.35923660030114796,0.35923660030114796,0.3595869367505205,0.0,0.0003503364493725458
practice,85,2,four_state_semimarkov,0.43451320281273703,0.43451320281273703,0.4348719674720386,0.0,0.0003587646593015692
practice,85,3,four_state_semimarkov,0.5060187109773798,0.5060187109773798,0.5063692963147284,0.0,0.00035058533734855235
practice,85,4,four_state_semimarkov,0.5630844888884472,0.5630844888884472,0.5634185523811316,0.0,0.00033406349268438884
